DEC Region,Land Acquisition Category,County,Project Number,Project Name (Alias),Acres (Fee),Acres (Conservation Easement),Equivalent Stream Miles,Deed Vesting Date
3,NYC-MOA,Putnam,1408,New York City,,272,,2009-02-02T00:00:00.000
1,PB,Suffolk,98.005,Manorville Pine Barrens,64,,,2009-02-10T00:00:00.000
4,NYC-MOA,Greene,1403,New York City,,1101.79,,2009-02-17T00:00:00.000
3,NYC-MOA,Ulster,1409,New York City,,326.34,,2009-02-18T00:00:00.000
4,NYC-MOA,Delaware,1408,New York City,,390,,2009-03-03T00:00:00.000
4,NYC-MOA,Delaware,1409,New York City,,1608,,2009-03-03T00:00:00.000
3,NYC-MOA,Sullivan,1402,New York City,,251.57,,2009-03-11T00:00:00.000
3,NYC-MOA,Putnam,1409,New York City,,45,,2009-03-20T00:00:00.000
3,NYC-MOA,Putnam,1407,New York City,,469.66,,2009-03-20T00:00:00.000
4,NYC-MOA,Delaware,1411,New York City,,816,,2009-04-08T00:00:00.000
4,NYC-MOA,Delaware,1410,New York City,,2014,,2009-04-08T00:00:00.000
3,TOJ,Sullivan,40.19,Willowemoc Creek,0.808,,,2009-04-09T00:00:00.000
7,EX,Tioga,42,Nyseg Exchange,15.95,,,2009-05-12T00:00:00.000
4,TOJ,Greene,143.01,Bronck Island,57.28,,,2009-07-07T00:00:00.000
4,WSP,Delaware,175.06,Prince Hall,264.92,,,2009-07-28T00:00:00.000
9,PFR,Wyoming,11.04,N. Branch Wiscoy Creek,,,0.608,2009-08-13T00:00:00.000
5,EX,Essex,403,Town Of Keene Exchange,138.8,9.1,,2009-09-11T00:00:00.000
4,PFR,Rensselaer,31.04,Hoosic River,,,0.062,2009-09-14T00:00:00.000
4,WA,Rensselaer,31.02,Hoosic River,,,0.234,2009-09-14T00:00:00.000
4,WA,Rensselaer,31.01,Hoosic River,,,,2009-09-14T00:00:00.000
7,BLA,Tompkins,56,,,,,2009-10-06T00:00:00.000
6,PFR,Lewis,108.2,Mark's Dairy Farm,,,,2009-10-19T00:00:00.000
5,AFP,Essex,467,Vanderwacker,15.6,,,2009-10-23T00:00:00.000
9,PFR,Cattaraugus,113.01,Goodell Creek,,,1.024,2009-11-04T00:00:00.000
3,PFR,Dutchess,23.01,Ten Mile River,,,0.516,2009-11-05T00:00:00.000
9,TR,Allegany,56,Wag Trail,77.1,,,2009-11-06T00:00:00.000
4,TOJ,Columbia,42.04,Little Nutten Hook,164.88,,,2009-12-01T00:00:00.000
7,WA,Broome,49,Susquehanna River,0.52,,,2009-12-15T00:00:00.000
7,GW,Oswego,95.43,Salmon River Corridor,48,,,2009-12-28T00:00:00.000
3,FWL,Putnam,19.03,Great Swamp,151.34,,,2009-12-28T00:00:00.000
8,EX,Schuyler,37.02,County Forest  Exchange,50.4,,,2010-02-18T00:00:00.000
6,PLC,Jefferson,148,Perch River Wma,10,,,2010-02-22T00:00:00.000
7,PFR,Onondaga,49.02,Carpenters Brook,0.439,,,2010-02-23T00:00:00.000
5,AFP,Essex,468,Mt. Whitney Rd.,9.9,,,2010-04-19T00:00:00.000
1,HA,Suffolk,126,Setauket Mill,30,,,2010-05-24T00:00:00.000
4,NYC-MOA,Delaware,1413,New York City Watershed,,651,,2010-06-21T00:00:00.000
3,NYC-MOA,Westchester,1404,New York City Watershed,,30,,2010-06-25T00:00:00.000
8,PL,Livingston,33.01,Hemlock/canadice Lake,6684,,,2010-06-29T00:00:00.000
3,NYC-MOA,Ulster,1413,New York City Watershed,,589,,2010-07-26T00:00:00.000
4,NYC-MOA,Greene,1404,New York City Watershed,,1722,,2010-07-27T00:00:00.000
7,FWL,Cayuga,51.33,Owasco Flats,11.4,,,2010-07-28T00:00:00.000
7,PLC,Madison,90,Tioughnioga,42.56,,,2010-10-28T00:00:00.000
1,FWL,Suffolk,131,Mastic-shirley Cons. Area,0.092,,,2010-11-12T00:00:00.000
6,PLC,Jefferson,148.02,Perch River Wma,200,,,2010-11-29T00:00:00.000
7,PLB,Tompkins,57,Tompkins Ref. 3,20,,,2010-12-09T00:00:00.000
1,TWL,Suffolk,32,Young's Island,20.5,,,2010-12-21T00:00:00.000
7,FWL,Cayuga,37.36,Northern Montezuma,63.2,,,2010-12-23T00:00:00.000
7,PLA,Cortland,73,Hoxie Gorge State Forest,72.6,,,2010-12-28T00:00:00.000
5,AFP,Essex,458B,Finch Ce,,89000,,2010-12-29T00:00:00.000
5,WH,Saratoga,51.02,C & S Construction,4.821,,,2011-02-18T00:00:00.000
4,TR,Greene,161.13,Long Path,205.187,,,2011-03-10T00:00:00.000
8,TOJ,Monroe,34,Sandy Creek Wetland,8.9,,,2011-03-24T00:00:00.000
4,TOJ,Greene,162.13,Seward's Island,72.12,,,2011-03-24T00:00:00.000
7,TOJ,Chenango,11.01,Hunt's Pond State Forest,235.63,,,2011-03-24T00:00:00.000
3,PFR,Sullivan,131,Neversink River,231.86,,,2011-03-29T00:00:00.000
9,PFR,Erie,38.01,Cattaraugus Creek,0.21,,0.374,2011-04-26T00:00:00.000
3,PLA,Sullivan,129,Bashakill Wma,24.86,,,2011-05-03T00:00:00.000
7,TOJ,Oswego,118,Frenchman's Island,28,,,2011-05-03T00:00:00.000
4,TOJ,Delaware,178,Toj In From Oprhp,174.887,,,2011-05-03T00:00:00.000
7,TR,Chenango,120.2,Genny Green Trail,8,,,2011-05-04T00:00:00.000
3,TR,Sullivan,127,Probber,100.994,,,2011-05-10T00:00:00.000
5,AFP,Essex,469,Ausable River,248.15,,,2011-05-13T00:00:00.000
5,WH,Saratoga,58,Blanding's Turtle,101,,,2011-05-26T00:00:00.000
4,UA,Albany,16.042,Purzycki,12,,,2011-06-01T00:00:00.000
9,PLB,Chautauqua,74,At & T,0.829,,,2011-06-17T00:00:00.000
3,FWL,Putnam,19.02,Great Swamp,30,,,2011-06-21T00:00:00.000
5,AFP,Essex,454,Split Rock,46.827,,,2011-06-21T00:00:00.000
3,TR,Orange,33,Shawangunks,128,,,2011-07-06T00:00:00.000
3,TR,Orange,39,Cardinale,267.3,,,2011-07-06T00:00:00.000
4,NYC-MOA,Delaware,1414,New York City Watershed,,1310,,2011-07-06T00:00:00.000
5,AFP,Franklin,258,Popple Island,0.5,,,2011-07-12T00:00:00.000
5,PL,Fulton,203,Nicholas,117.77,,,2011-09-23T00:00:00.000
5,PLB,Washington,78,Eldridge Swamp,6.5,,,2011-09-30T00:00:00.000
3,PLA,Putnam,24,Herrmann,8.27,,,2011-09-30T00:00:00.000
2,FWL,Richmond,29.01,Donnelly,0.92,,,2011-10-04T00:00:00.000
9,PL,Erie,31.01,Hampton Brook Woods,5,,,2011-10-07T00:00:00.000
9,FWL,Erie,39.01,Spring Marsh,73.44,,,2011-11-01T00:00:00.000
4,PFR,Otsego,47.01,Fema Buy Back,0.13,,,2011-11-02T00:00:00.000
4,TR,Columbia,46.01,Kingdom (schor),548.15,,,2011-11-16T00:00:00.000
3,PLC,Putnam,25.01,Cranberry Mt Wma,261.393,,,2011-11-29T00:00:00.000
3,CFP,Ulster,229,Crossroads,1400,,,2011-12-06T00:00:00.000
3,CFE,Ulster,229.06,Crossroads,,31.128,,2011-12-06T00:00:00.000
3,CFP,Ulster,229.04,Crossroads,,,,2011-12-06T00:00:00.000
3,CFP,Ulster,229.03,Crossroads,,,,2011-12-06T00:00:00.000
3,CFP,Ulster,229.02,Crossroads,,,,2011-12-06T00:00:00.000
3,CFP,Ulster,229.01,Crossroads,,,,2011-12-06T00:00:00.000
5,AFP,Hamilton,303,Hudson River Gorge,71.1,,,2011-12-08T00:00:00.000
3,WH,Ulster,293,Black Creek Wetlands,594.79,,,2011-12-09T00:00:00.000
5,WH,Washington,84.08,Fort Edward Grasslands Wma,6.49,,,2011-12-14T00:00:00.000
5,WH,Washington,84.02,Fort Edward Grasslands Wma,7.19,,,2011-12-14T00:00:00.000
5,WH,Washington,84.07,Fort Edward Grasslands Wma,5.99,,,2011-12-22T00:00:00.000
5,WH,Washington,84.06,Fort Edward Grasslands Wma,5.23,,,2011-12-28T00:00:00.000
4,FWL,Albany,6.23,Black Creek Marsh,41.35,,,2012-01-10T00:00:00.000
5,AFE,Hamilton,161.02,Eagle Nest,,100,,2012-02-27T00:00:00.000
5,AFE,Hamilton,299.05,Eagle Nest,,109.3,,2012-02-27T00:00:00.000
5,AFE,Hamilton,299.04,Eagle Nest,,618,,2012-02-27T00:00:00.000
5,AFE,Hamilton,161.01,Eagles Nest,,,,2012-02-27T00:00:00.000
1,PB,Suffolk,125,Gene's Four Seasons,99.331,,,2012-03-05T00:00:00.000
6,TOJ,Jefferson,142.01,Golden's Marina,6,,,2012-03-12T00:00:00.000
5,AFP,Washington,66.01,Maple Bend Island,6,,,2012-03-26T00:00:00.000
5,PLB,Washington,80,Eldridge Swamp,12.5,,,2012-03-26T00:00:00.000
5,PLA,Franklin,231.01,Champ. Ease. Mod.,651,,,2012-03-27T00:00:00.000
5,AFP,Franklin,231B.1,Champion Exchange,2145.88,,,2012-03-27T00:00:00.000
4,SLP,Greene,162.04,Four Mile Point,123.58,,,2012-03-28T00:00:00.000
6,PLC,Jefferson,65.02,Muskalonge Cr. Wa,,0.26,,2012-04-16T00:00:00.000
3,BLA,Sullivan,088.02A,Millennium Pipeline,,,,2012-04-18T00:00:00.000
5,FWL,Washington,95,The Narrows,150,,,2012-05-01T00:00:00.000
6,TOJ,Oneida,93.25,Oriskany Flats Wma,16.81,,,2012-05-07T00:00:00.000
6,TOJ,Oneida,164,Rome Wma,191.648,,,2012-05-07T00:00:00.000
3,NYC-MOA,Putnam,1410,New York City Watershed,,147.76,,2012-05-18T00:00:00.000
7,TOJ,Cayuga,37.135,Northern Montezuma,366,,,2012-08-21T00:00:00.000
4,SLP,Greene,162.14,Hudson River,24.86,,,2012-08-29T00:00:00.000
3,NYC-MOA,Sullivan,1403,New York City Watershed,,495,,2012-09-05T00:00:00.000
4,NYC-MOA,Delaware,1412,New York City Watershed,,1415,,2012-09-20T00:00:00.000
9,PL,Erie,36.01,Zoar Valley,24,,,2012-09-25T00:00:00.000
9,PL,Erie,36.02,Zoar Valley,53.6,,,2012-09-25T00:00:00.000
8,PLC,Yates,25.6,Hi Tor Wma,48,,,2012-09-28T00:00:00.000
5,AFP,Clinton,145,Ausable Marsh Wma,10,,,2012-10-17T00:00:00.000
6,EX,St Lawrence,149.06A&B,Raquette River,16.74,,,2012-10-24T00:00:00.000
8,PFR,Monroe,18.01,Sandy Creek,0.273,,0.724,2012-11-07T00:00:00.000
6,PLC,Herkimer,179,Hinckley State Forest,24.5,,,2012-11-07T00:00:00.000
4,UA,Albany,16.07,Albany Pine Bush,19.863,,,2012-11-09T00:00:00.000
2,ESB-CE,Richmond,6.01,Pouch Camp,43.3,42.74,,2012-11-12T00:00:00.000
8,PLC,Yates,25.29,Fllt/perlman,16.84,,,2012-11-20T00:00:00.000
6,WL,Oneida,160.03,Carbone,518,,,2012-12-10T00:00:00.000
5,PLA,Saratoga,60,,0.26,,,2012-12-19T00:00:00.000
5,AFP,Essex,462A,Essex Chain Lakes,18200,,,2012-12-21T00:00:00.000
1,WA,Suffolk,127,Denson,4,,,2012-12-26T00:00:00.000
5,AFE,Essex,473,Three Brothers Tract,1691.5,,,2012-12-27T00:00:00.000
5,AFE,Essex,472,Elk Lake,,10700,,2012-12-27T00:00:00.000
3,WA,Dutchess,69,Sylvan Lake,0.11,,,2012-12-28T00:00:00.000
3,TR,Orange,40,Gobblers Knob,304.36,,,2013-01-04T00:00:00.000
4,PFR,Delaware,106.29,Delaware River,,,,2013-02-06T00:00:00.000
4,PLC,Otsego,50.01,Armstrong,47.774,,,2013-02-12T00:00:00.000
4,CFP,Greene,160.08,"Nyc-dep, Mt Hayden",814.75,,,2013-03-15T00:00:00.000
4,PFR,Albany,27.01,Pulice,,,0.208,2013-03-15T00:00:00.000
8,FWL,Wayne,33.232,Northern Montezuma Wetlands,30,,,2013-03-22T00:00:00.000
3,CFP,Ulster,301,Ktd,74.9,,,2013-03-28T00:00:00.000
3,CFP,Ulster,305,California Quarry Rd.,191.205,,,2013-03-28T00:00:00.000
5,WH,Washington,84.05,Fort Edward Grasslands Wma,99.1,,,2013-04-03T00:00:00.000
3,NYC-MOA,Sullivan,1404,New York City Watershed,,479,,2013-04-16T00:00:00.000
5,AFP,Warren,214,East River Road,565.059,,,2013-04-19T00:00:00.000
5,AFP,Warren,224,Cat & Thomas Mt. Preserve,1900,,,2013-04-19T00:00:00.000
5,WH,Washington,84.04,Fort Edward Grasslands Wma,5.72,,,2013-04-24T00:00:00.000
5,AFP,Warren,227,Ice Meadows,11,,,2013-04-24T00:00:00.000
5,AFP,Hamilton,321,Indian River,238.84,,,2013-04-24T00:00:00.000
5,AFP,Essex,465,Indian River,705.51,,,2013-04-24T00:00:00.000
5,AFP,Washington,090A,Dolph Pond,726.304,,,2013-04-24T00:00:00.000
5,AFP,Warren,203,Hudson Riverside,764,,,2013-04-24T00:00:00.000
5,AFP,Essex,471,Casey Brook Tract,1489,,,2013-04-24T00:00:00.000
5,AFP,Washington,91,The Saddles,2543.045,,,2013-04-24T00:00:00.000
5,AFP,Hamilton,322,Ok Slip Falls,2823,,,2013-04-26T00:00:00.000
4,SLP,Columbia,42.07,Scenic Hudson - Plotkin,295.568,,,2013-05-15T00:00:00.000
4,NYC-MOA,Delaware,1418,New York City Watershed,,2863,,2013-05-23T00:00:00.000
3,NYC-MOA,Dutchess,1403,New York City Watershed,,333,,2013-06-14T00:00:00.000
4,NYC-MOA,Delaware,1415,New York City Watershed,,1218,,2013-06-20T00:00:00.000
4,NYC-MOA,Delaware,1416,New York City Watershed,,848,,2013-06-28T00:00:00.000
6,WL,Lewis,214,Soule Bros.,,5,,2013-07-29T00:00:00.000
5,TR,Saratoga,75,Spruce Mt. Fire Tower,2.55,,,2013-08-26T00:00:00.000
7,GW,Onondaga,44.04,Nine Mile Creek,5.7,,,2013-08-27T00:00:00.000
1,WA,Nassau,008.02A,Oyster Bay Western Waterfront Access Eas,,,,2013-08-28T00:00:00.000
5,WH,Washington,84.01,Fort Edward Grasslands Wma,159,,,2013-09-10T00:00:00.000
5,AFP,Essex,457,Tahawus Addition,2004,,,2013-09-13T00:00:00.000
3,WA,Ulster,309,Sandy Road Esopus Creek Access,1.9,,,2013-09-24T00:00:00.000
7,PFR,Onondaga,034.03A,Fabius Brook,0.12,,,2013-11-13T00:00:00.000
7,PFR,Madison,46.03,Chittenango Creek,0.17,,0.5,2013-11-13T00:00:00.000
3,PLC,Putnam,25.02,Cranberry Mt Wma,355.03,,,2013-11-22T00:00:00.000
4,UA,Albany,16.068,Albany Pine Bush,2.46,,,2013-12-10T00:00:00.000
4,UA,Albany,16.044,Albany Pine Bush,9.208,,,2013-12-10T00:00:00.000
5,SRA,Saratoga,69,Pennyork Lumber,241.371,,,2013-12-16T00:00:00.000
5,AFP,Hamilton,317,Cedar Ridge,548.449,,,2013-12-17T00:00:00.000
7,PFR,Tioga,16.03,West Branch Owego Creek,,,0.175,2013-12-20T00:00:00.000
4,UA,Albany,16.071,Albany Pine Bush,1.518,,,2013-12-26T00:00:00.000
2,ESB-CE,Richmond,6.02,Pouch Camp Ce,,52.62,,2013-12-30T00:00:00.000
5,AFP,Saratoga,67,Town Corners,153.743,,,2013-12-31T00:00:00.000
5,AFP,Essex,464A,Hudson River Hyslop,305.73,,,2013-12-31T00:00:00.000
5,SRA,Saratoga,70,Daniels Road,518.898,,,2013-12-31T00:00:00.000
5,AFP,Essex,466,North River,155.94,,,2014-02-19T00:00:00.000
7,PFR,Tioga,16.01,East Branch Owego Creek,0.19,,0.76,2014-02-28T00:00:00.000
5,AFP,Essex,461A,Blue Ridge Road,77.42,,,2014-03-18T00:00:00.000
3,CFP,Ulster,311,Bluestone Wild Forest,13.773,,,2014-03-21T00:00:00.000
7,FWL,Cayuga,37.029,"""gay"" Northern Montezuma",44.83,,,2014-03-24T00:00:00.000
5,AFP,Warren,210,Black Spruce Mountain,190.634,,,2014-03-25T00:00:00.000
5,AFP,Hamilton,318A,Township 33,451.443,,,2014-03-25T00:00:00.000
5,PLC,Saratoga,066A,Town Line,176,,,2014-04-07T00:00:00.000
5,AFP,Hamilton,323A,Good Luck,418.049,,,2014-04-10T00:00:00.000
5,AFP,Hamilton,319,Buell Valley,9.695,,,2014-04-15T00:00:00.000
7,GW,Oswego,95.47,Salmon River Cooridor,9,,,2014-04-17T00:00:00.000
5,AFP,Warren,200,North River,67.052,,,2014-04-21T00:00:00.000
3,CFP,Ulster,304,Belleayre Mt.,590,,,2014-04-24T00:00:00.000
5,AFP,Fulton,210A,Benson Road,3826.514,,,2014-05-01T00:00:00.000
1,WA,Suffolk,58.01,Coast Guard,4,,,2014-05-02T00:00:00.000
5,AFP,Essex,458A1,Macintyre Works - West,5597.8,,,2014-05-05T00:00:00.000
5,AFP,Hamilton,324,Benson Road,65.348,,,2014-05-06T00:00:00.000
7,WA,Oswego,116,North Sandy Pond,6.5,,,2014-06-17T00:00:00.000
8,PLC,Yates,025.35B,Hi Tor Wma,1.2,,,2014-06-19T00:00:00.000
5,AFP,Saratoga,65,Fox Hill Road,1248.09,,,2014-07-02T00:00:00.000
4,PFR,Albany,27.02,Onesquethaw,,,0.032,2014-07-15T00:00:00.000
4,PFR,Albany,27.04,Onesquethaw Creek,,,0.107,2014-07-15T00:00:00.000
4,PFR,Albany,27.03,Onesquethaw Creek,,,0.178,2014-07-15T00:00:00.000
7,PFR,Tioga,16.04,Owego Creek,,,0.07,2014-07-21T00:00:00.000
9,PL,Erie,31.04,Hampton Brook Woods,16.54,,,2014-07-28T00:00:00.000
3,NYC-MOA,Putnam,1411,New York City Watershed,,388,,2014-08-04T00:00:00.000
9,PFR,Allegany,62.05,California Hollow Brook,,,0.127,2014-08-11T00:00:00.000
3,CFP,Ulster,308,Bluestone Wild Forest,19.52,,,2014-08-15T00:00:00.000
4,CFP,Delaware,179,French's Wood,72,,,2014-08-22T00:00:00.000
5,WH,Saratoga,57.21,Fox & Frawley,155.8,,,2014-09-11T00:00:00.000
1,EX,Suffolk,123,Ridge School Trespass,7.75,,,2014-09-30T00:00:00.000
6,PFR,Oneida,166.01,Fish Creek Pfr,4.529,,,2014-10-08T00:00:00.000
4,NYC-MOA,Greene,1406,New York City,,1680,,2014-10-15T00:00:00.000
4,SLP,Greene,162.06-A,Brandow Point Easement,,,,2014-10-20T00:00:00.000
9,FWL,Erie,39.02,Tonawanda Wma,61.63,,,2014-10-24T00:00:00.000
7,PLC,Tompkins,59,Yellow Barn Sf,87.46,,,2014-10-24T00:00:00.000
6,WH,St Lawrence,276,Alcoa Nrd,465,,,2014-10-24T00:00:00.000
5,TR,Warren,191.01,National Grid Ce Donation,,5,,2014-11-10T00:00:00.000
7,FWL,Cayuga,37.002,Northern Montezuma,84,,,2014-12-01T00:00:00.000
4,TR,Columbia,45.04,Columbia Land Conservancy,2.273,,,2014-12-22T00:00:00.000
4,TR,Columbia,45.02,Little Pine Llc,216.905,,,2014-12-22T00:00:00.000
4,TR,Columbia,45.05,Little Pine Llc,299.43,,,2014-12-22T00:00:00.000
7,PLA,Tompkins,49,Tompkins Sra 2,,7,,2014-12-31T00:00:00.000
7,PFR,Tompkins,18.13,"Owego Creek, West Branch",,,0.065,2015-02-10T00:00:00.000
9,TOJ,Erie,41,Cazenovia Creeek F&wma,110.5,,,2015-02-11T00:00:00.000
8,PLC,Schuyler,38.01,Sugar Hill State Forest,140,,,2015-02-18T00:00:00.000
4,SLP,Columbia,42.05,Joslen Heights,111.756,,,2015-03-23T00:00:00.000
5,AFP,Warren,226,Berry Pond,1436,,,2015-03-26T00:00:00.000
8,EX,Wayne,15.35,Lynch Land Exchange,0.1,,,2015-03-30T00:00:00.000
8,PL,Ontario,40.03,Hemlock/canadice Sf,167,,,2015-03-30T00:00:00.000
1,TWA,Suffolk,15.04,Conscience Bay,1.17,,,2015-04-22T00:00:00.000
5,AFP,Essex,458A2,Macintyre Works - East,6287.9,,,2015-04-30T00:00:00.000
4,NYC-MOA,Greene,1407,New York City Watershed,,509,,2015-05-22T00:00:00.000
7,PFR,Cayuga,43.01,Dutch Hollow Brook,,,0.19,2015-06-02T00:00:00.000
3,NYC-MOA,Ulster,1414,New York City Watershed,,1345,,2015-06-03T00:00:00.000
4,NYC-MOA,Greene,1405,New York City,,1668,,2015-06-15T00:00:00.000
7,GW,Oswego,95.48,O'hara State Forest,346,,,2015-07-21T00:00:00.000
7,PLC,Oswego,120,Kasoag State Forest,96,,,2015-07-23T00:00:00.000
4,SLP,Greene,162.15,"Hudson River Estuary, Vosburgh Swamp",25,,,2015-08-04T00:00:00.000
4,SLP,Greene,162.12,Hudson River Corridor,37,,,2015-08-04T00:00:00.000
4,SLP,Greene,162.11,Hudson River,112,,,2015-08-04T00:00:00.000
7,PFR,Tompkins,3.23,Fall Creek,,,,2015-08-13T00:00:00.000
3,CFP,Ulster,310.01,Owens 1,122.09,,,2015-08-14T00:00:00.000
1,FP,Suffolk,138.01,Mastic-shirley Conservation Area,0.22,,,2015-08-25T00:00:00.000
1,TWL,Suffolk,132.02,Gordon/aronson,1,,,2015-09-11T00:00:00.000
1,TWL,Suffolk,132.01,Gordon/aronson,1,,,2015-09-11T00:00:00.000
3,NYC-MOA,Ulster,1415,New York City Watershed,,566,,2015-09-14T00:00:00.000
3,CFP,Ulster,307,Malloy,136.63,,,2015-09-15T00:00:00.000
7,PLC,Cortland,75,Howe,71.29,,,2015-10-02T00:00:00.000
1,TWL,Suffolk,132.04,Zausin,1.69,,,2015-10-14T00:00:00.000
1,TWL,Suffolk,132.03,Neitzel,2.2,,,2015-10-14T00:00:00.000
4,WSP,Schoharie,1404,New York City Watershed,,1725,,2015-10-20T00:00:00.000
4,CFP,Greene,160.09,"Catskill Escarpment North, Devil Kitchen",0.711,,,2015-10-30T00:00:00.000
7,TOJ,Oswego,74.02,Peter Scott Swamp - Canal Corp Toj,151.6,,,2015-12-02T00:00:00.000
4,NYC-MOA,Delaware,1417,New York City Watershed,,1980,,2015-12-02T00:00:00.000
7,PFR,Cortland,21.11,Grout Brook,,,0.066,2015-12-09T00:00:00.000
3,TR,Orange,30.07,Ridgeview Estates,435.03,,,2015-12-23T00:00:00.000
7,PLC,Onondaga,61,Cicero Swamp Wma,80,,,2015-12-24T00:00:00.000
7,PLB,Onondaga,39.14,Labrador Hollow,0,,,2015-12-30T00:00:00.000
6,PLC,St Lawrence,270,St. Law. Ref. #44,3,,,2015-12-30T00:00:00.000
7,PLB,Onondaga,39.13,Labrador Hollow,5.87,,,2015-12-30T00:00:00.000
4,TOJ,Greene,162.16,Vosburgh Swamp - Lands Under Water,10.531,,,2016-01-11T00:00:00.000
8,WH,Wayne,35,Lakeshore Marshes Wma,478,,,2016-01-12T00:00:00.000
6,AFP,Herkimer,183,Labastille,34,,,2016-01-25T00:00:00.000
8,PL,Ontario,40.02,Hemlock/canadice Sf,85,,,2016-02-18T00:00:00.000
8,PLC,Yates,32.01,Hi Tor Wma - Murray,70.4,,,2016-03-09T00:00:00.000
6,PLC,Jefferson,153.03,Point Peninsula Wma,48.48,,,2016-03-16T00:00:00.000
1,TWL,Suffolk,40.09,Lyman's Marsh,1.699,,,2016-03-17T00:00:00.000
7,PFR,Cayuga,43.02,Dutch Hollow Brook,,,0.69,2016-03-30T00:00:00.000
5,AFP,Essex,460A,Boreas Ponds,20757,,,2016-04-05T00:00:00.000
7,PFR,Tompkins,20.09,Cayuga Inlet,,,0.43,2016-04-07T00:00:00.000
7,FWL,Cayuga,51.35,Owasco Flats,15.14,,,2016-04-12T00:00:00.000
3,NYC-MOA,Dutchess,1404,New York City Watershed,,28.51,,2016-05-03T00:00:00.000
5,WH,Saratoga,57.22,Saratoga Sand Plains - Grande,100.42,,,2016-05-20T00:00:00.000
8,PLC,Yates,32.02,Hi Tor Wma - Parish,72.3,,,2016-06-07T00:00:00.000
6,UA,Oneida,124.31,Rome Sand Plains,90,,,2016-06-07T00:00:00.000
8,PFR,Chemung,17.01,Post Creek,,,0.28,2016-06-10T00:00:00.000
5,AFP/AFE,Franklin,231.02,Molpus Row Donation,,,,2016-06-13T00:00:00.000
3,CFP,Ulster,237.14,Catskill Interpretive Center,6.18,,,2016-06-14T00:00:00.000
7,PFR,Cayuga,43.03,Dutch Hollow Brook,0.161,,0.27,2016-07-14T00:00:00.000
8,WH,Wayne,36,Lake Shore Marshes Wma,8,,,2016-07-15T00:00:00.000
4,SLP,Columbia,42.08,Hudson River Estuary,1,,,2016-08-22T00:00:00.000
7,PLC,Cortland,76,Cortland Sra 1,2.5,,,2016-11-01T00:00:00.000
8,PLB,Schuyler,6.48,Connecticut Hill Wma - Darling,15.4,,,2016-11-02T00:00:00.000
7,PFR,Tompkins,18.12,"Owego Creek, West Branch - Larken",12.18,,,2016-11-28T00:00:00.000
7,GW,Oswego,95.44,Salmon River Corridor - Sra 15,0.8,,,2016-12-16T00:00:00.000
7,GW,Oswego,095.18B,Salmon River Corridor,2.51,,,2016-12-16T00:00:00.000
7,GW,Oswego,095.30A,Salmon River Corridor - Sra 15,4.97,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.28,Salmon River Corridor,5.66,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.32,Salmon River Corridor - Sra 15,6.98,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.29,Salmon River Corridor,33.5,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.11,Salmon River Corridor,35.694,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.31,Salmon River Corridor,59.43,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.33,Salmon River Corridor - Sra 15,71.05,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.21,Salmon River Corridor - Sra 4,109.85,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.14,Salmon River Corridor,119.34,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.3,Salmon River Corridor - Sra 15,135.47,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.2,Salmon River Corridor - Sra 4,150.83,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.15,Salmon River Corridor - Sra 15,161.69,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.22,Salmon River Corridor - Sra 4,169.35,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.17,Salmon River Corridor - Sra 15,203.83,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.16,Salmon River Corridor - Sra 15,221.78,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.12,Salmon River Corridor,333,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.1,Salmon River Corridor - Sra 8,366,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.18,Salmon River Corridor - Sra 15,633.69,,,2016-12-16T00:00:00.000
7,PFR,Oswego,61.17,Salmon River Corridor - Pulaski Pfr,,,1,2016-12-16T00:00:00.000
7,GW,Oswego,95.25,Salmon River Corridor - Trail Easement,,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.46,Salmon River Corridor - Trail Easement,,,,2016-12-16T00:00:00.000
7,GW,Oswego,95.45,Salmon River Corridor - Trail Easement,,,,2016-12-16T00:00:00.000
5,AFP,Hamilton,328,Raquette Lake Land Exchange In,12,,,2016-12-19T00:00:00.000
7,PFR,Tompkins,20.08,Cayuga Inlet,,,0.12,2016-12-19T00:00:00.000
8,PFR,Steuben,66.01,Post Creek,,,,2016-12-21T00:00:00.000
7,,Onondaga,38.59,Clay Marsh Wma,75.549,,,1993-04-08T00:00:00.000
3,,Ulster,291,Lundy Estate,,,,2002-04-16T00:00:00.000
3,,Rockland,5.01,Minisceongo Creek Marsh,1.085,,,1990-06-21T00:00:00.000
7,,Tompkins,55,Cornell University,,,,2008-02-25T00:00:00.000
